UniProt,PocketCount,MaxScore,MeanScore,MaxDruggability,MeanDruggability,MaxSASA,MeanSASA,Compound
Q6P2P2,62,0.87,0.0159032258064516,0.87,0.0159032258064516,397.977,113.71151612903223,46
P40261,14,0.976,0.0707142857142857,0.976,0.0707142857142857,189.176,105.84635714285714,360
Q9C0C9,101,0.751,0.0159504950495049,0.751,0.0159504950495049,603.199,135.2665841584158,1
P22692,27,0.513,0.0597037037037036,0.513,0.0597037037037036,203.719,104.7864074074074,2
Q8WXA8,42,0.609,0.0241904761904761,0.609,0.0241904761904761,241.583,87.1825476190476,
P29376,74,0.72,0.0325270270270269,0.72,0.0325270270270269,342.119,125.83905405405405,1132
P79483,13,0.23,0.0214615384615384,0.23,0.0214615384615384,214.69,91.9753076923077,26
P54259,55,0.343,0.0093272727272727,0.343,0.0093272727272727,241.464,110.97854545454548,
Q12873,152,0.605,0.009625,0.605,0.009625,812.51,129.69896710526314,1
Q9UK05,30,0.181,0.019,0.181,0.019,393.129,112.51826666666666,2
Q9H8P0,16,0.733,0.0654374999999999,0.733,0.0654374999999999,336.0,125.8500625,
Q9NZV8,45,0.845,0.0696444444444444,0.845,0.0696444444444444,583.108,111.90104444444444,12
P22001,36,0.148,0.014,0.148,0.014,786.224,130.11097222222222,749
Q96AE4,46,0.582,0.0183478260869565,0.582,0.0183478260869565,380.661,114.24358695652175,37
P62937,8,0.14,0.029,0.14,0.029,212.778,104.204375,575
Q9Y6Y8,81,0.805,0.0130493827160493,0.805,0.0130493827160493,528.939,126.19513580246915,1
P62995,22,0.185,0.0225454545454545,0.185,0.0225454545454545,215.086,105.0575909090909,3
P17252,48,0.884,0.0236041666666666,0.884,0.0236041666666666,519.178,140.4543125,4085
Q07890,100,0.706,0.01237,0.706,0.01237,1624.394,146.79965000000004,29
Q658Y4,79,0.195,0.0081392405063291,0.195,0.0081392405063291,880.465,123.12198734177215,1
O95243,21,0.19,0.0481428571428571,0.19,0.0481428571428571,309.137,127.59733333333337,976
O43508,14,0.818,0.0934285714285714,0.818,0.0934285714285714,208.417,116.5350714285714,
P22314,60,0.811,0.0406999999999999,0.811,0.0406999999999999,673.694,130.82911666666664,168
Q03181,38,0.982,0.0265526315789473,0.982,0.0265526315789473,443.314,109.20860526315788,3985
Q14973,27,0.944,0.0981481481481481,0.944,0.0981481481481481,242.213,97.24692592592592,283
Q9UBU3,13,0.423,0.0785384615384615,0.423,0.0785384615384615,156.91,106.30346153846152,12
P03928,3,0.315,0.1553333333333333,0.315,0.1553333333333333,95.316,77.83833333333334,1
Q6UN15,42,0.754,0.0228095238095238,0.754,0.0228095238095238,314.503,93.12933333333334,1
P35250,20,0.892,0.0705999999999999,0.892,0.0705999999999999,228.036,94.96984999999998,1
P20142,26,0.664,0.028576923076923,0.664,0.028576923076923,300.323,104.16296153846152,49
Q02161,34,0.943,0.0795882352941176,0.943,0.0795882352941176,352.02,117.71014705882352,
O43598,12,0.831,0.0786666666666666,0.831,0.0786666666666666,382.107,129.52166666666668,47
Q9UQF0,62,0.952,0.0310322580645161,0.952,0.0310322580645161,636.57,113.20724193548386,
Q14534,61,0.961,0.0434590163934425,0.961,0.0434590163934425,418.785,114.64808196721312,90
Q9HBX8,72,0.963,0.0320555555555555,0.963,0.0320555555555555,292.478,108.43629166666668,2
O00625,14,0.361,0.0574285714285714,0.361,0.0574285714285714,184.919,94.46428571428572,25
P35408,34,0.988,0.0562647058823529,0.988,0.0562647058823529,500.549,126.2473235294118,1661
Q9UKD2,14,0.553,0.0995714285714285,0.553,0.0995714285714285,157.302,85.14857142857144,2
P46459,61,0.512,0.0190983606557376,0.512,0.0190983606557376,419.753,116.16452459016392,6
Q15049,33,0.703,0.0428181818181818,0.703,0.0428181818181818,505.136,108.38715151515152,1
Q9Y294,15,0.346,0.0266666666666666,0.346,0.0266666666666666,286.061,101.15100000000002,46
P02458,51,0.694,0.0388431372549019,0.694,0.0388431372549019,243.484,100.98696078431377,15
P45378,30,0.698,0.0615999999999999,0.698,0.0615999999999999,301.056,113.11963333333333,
Q14674,184,0.776,0.0203641304347825,0.776,0.0203641304347825,646.077,123.84503804347833,22
O14730,57,0.297,0.0072456140350877,0.297,0.0072456140350877,497.845,125.35585964912282,278
Q01094,29,0.705,0.0280689655172413,0.705,0.0280689655172413,235.606,111.78948275862072,4
Q96AC1,61,0.093,0.0045737704918032,0.093,0.0045737704918032,1157.895,146.042262295082,26
P07339,27,0.388,0.061074074074074,0.388,0.061074074074074,257.04,95.4511851851852,4082
Q15746,144,0.937,0.0092569444444444,0.937,0.0092569444444444,529.768,113.3386527777778,927
Q96LA8,30,0.944,0.0650333333333333,0.944,0.0650333333333333,434.694,104.3798,381
Q8IV08,33,0.675,0.1013030303030302,0.675,0.1013030303030302,272.079,104.95578787878792,7
P41250,62,0.791,0.0206290322580644,0.791,0.0206290322580644,221.509,96.47117741935485,246
A8MW92,71,0.179,0.008056338028169,0.179,0.008056338028169,255.379,105.5207323943662,1
P12109,54,0.931,0.0212037037037036,0.931,0.0212037037037036,305.724,97.70183333333333,
P30041,15,0.485,0.058,0.485,0.058,108.269,81.10513333333333,6
P48436,20,0.565,0.0574499999999999,0.565,0.0574499999999999,463.029,147.19684999999998,1
P20618,12,0.229,0.0285833333333333,0.229,0.0285833333333333,185.754,102.19549999999998,657
P30939,25,0.959,0.0586799999999999,0.959,0.0586799999999999,492.104,125.32852,176
Q68DK7,35,0.317,0.0253714285714285,0.317,0.0253714285714285,170.668,91.61945714285712,1
P25942,13,0.348,0.0346153846153846,0.348,0.0346153846153846,165.062,98.62392307692306,8
P24534,14,0.444,0.0721428571428571,0.444,0.0721428571428571,142.638,88.57664285714284,2
Q9Y239,62,0.307,0.0075645161290322,0.307,0.0075645161290322,709.834,131.25708064516132,910
P41595,42,0.91,0.0551428571428571,0.91,0.0551428571428571,446.861,119.82528571428573,5664
Q9Y2J8,52,0.187,0.0151538461538461,0.187,0.0151538461538461,189.119,90.89594230769232,122
Q92599,46,0.356,0.0185,0.356,0.0185,406.366,110.32856521739131,1
Q9NYW3,29,0.738,0.0896206896551723,0.738,0.0896206896551723,272.922,106.58220689655172,11
Q09028,27,0.978,0.0372962962962962,0.978,0.0372962962962962,352.233,99.89396296296296,4
Q9Y210,88,0.748,0.02025,0.748,0.02025,655.227,123.85852272727274,210
Q9Y616,51,0.874,0.0198235294117646,0.874,0.0198235294117646,505.17,114.88517647058823,505
P13945,34,0.989,0.0560588235294117,0.989,0.0560588235294117,511.585,121.7754117647059,3213
O00506,35,0.454,0.0244571428571428,0.454,0.0244571428571428,467.285,132.06405714285714,561
Q9H845,40,0.963,0.040575,0.963,0.040575,969.884,136.8771,1
P03905,34,0.789,0.029235294117647,0.789,0.029235294117647,219.304,88.94038235294117,16
P56524,81,0.48,0.0141358024691358,0.48,0.0141358024691358,1127.983,117.33909876543213,2083
Q9BZF9,149,0.909,0.0136375838926174,0.909,0.0136375838926174,559.952,107.65981208053692,1
O95373,78,0.633,0.0309615384615384,0.633,0.0309615384615384,422.537,111.89341025641023,2
Q14318,29,0.404,0.0452758620689655,0.404,0.0452758620689655,268.116,104.744,4
P47989,88,0.979,0.0299318181818181,0.979,0.0299318181818181,403.145,114.04320454545454,1093
P08913,31,0.977,0.0739677419354838,0.977,0.0739677419354838,513.81,146.15229032258063,4296
P51532,140,0.379,0.0070285714285714,0.379,0.0070285714285714,638.523,123.79643571428566,370
Q06643,19,0.14,0.0184210526315789,0.14,0.0184210526315789,169.57,72.9391052631579,1
P37235,14,0.632,0.0497857142857142,0.632,0.0497857142857142,214.525,105.20242857142856,1
Q06432,24,0.354,0.0476666666666666,0.354,0.0476666666666666,621.649,128.85933333333335,
P34972,32,0.973,0.0675937499999999,0.973,0.0675937499999999,243.372,106.0014375,11399
Q9UEW8,36,0.858,0.0705555555555555,0.858,0.0705555555555555,647.128,123.79991666666668,350
O00451,32,0.413,0.015375,0.413,0.015375,277.353,117.12403124999996,16
Q9UKM7,33,0.646,0.0283939393939394,0.646,0.0283939393939394,612.857,121.68821212121216,30
Q9GZU1,44,0.187,0.0109545454545454,0.187,0.0109545454545454,499.766,123.94675000000002,19
P0DJD9,22,0.763,0.0614999999999999,0.763,0.0614999999999999,282.014,89.34968181818182,58
Q8N752,23,0.024,0.0020869565217391,0.024,0.0020869565217391,312.239,92.50043478260868,289
Q96NZ9,5,0.193,0.0398,0.193,0.0398,104.739,79.9688,6
P15090,8,0.889,0.111875,0.889,0.111875,286.503,110.963125,766
Q8WXB1,17,0.976,0.0624117647058823,0.976,0.0624117647058823,205.976,101.01052941176472,29
P29692,24,0.492,0.0500416666666666,0.492,0.0500416666666666,181.898,88.5444583333333,4
Q14738,47,0.306,0.025127659574468,0.306,0.025127659574468,328.82,107.35876595744683,1
P40925,20,0.547,0.0612,0.547,0.0612,405.906,107.73175,117
Q13064,40,0.479,0.0380249999999999,0.479,0.0380249999999999,351.542,120.93392499999996,1
P01308,8,0.257,0.040375,0.257,0.040375,274.177,139.49312500000002,42
P68402,15,0.368,0.037,0.368,0.037,166.971,92.79733333333334,21
O96028,99,0.829,0.0282020202020202,0.829,0.0282020202020202,685.715,130.89177777777775,1278
Q9Y463,38,0.206,0.0066578947368421,0.206,0.0066578947368421,703.414,123.64415789473684,2263
Q5T1V6,48,0.475,0.021875,0.475,0.021875,273.336,108.27831249999996,2
O43315,19,0.997,0.0617894736842104,0.997,0.0617894736842104,235.642,107.87784210526316,1
P51948,23,0.424,0.0385652173913043,0.424,0.0385652173913043,278.496,117.35134782608696,2
P10074,43,0.915,0.0460465116279069,0.915,0.0460465116279069,339.509,115.93227906976747,1
Q99547,14,0.091,0.008,0.091,0.008,308.332,105.59785714285717,1
P01344,13,0.816,0.0866923076923076,0.816,0.0866923076923076,167.996,98.76715384615385,
Q53T94,48,0.668,0.0405416666666666,0.668,0.0405416666666666,339.986,121.511125,1
P47870,50,0.857,0.0369799999999999,0.857,0.0369799999999999,211.359,98.59621999999996,3
Q06587,22,0.382,0.0377272727272727,0.382,0.0377272727272727,210.145,114.12118181818182,
Q16566,32,0.84,0.0724999999999999,0.84,0.0724999999999999,383.384,151.84881249999995,1413
P35625,18,0.71,0.0933888888888889,0.71,0.0933888888888889,312.452,107.0406111111111,8
Q86Z02,47,0.771,0.0177234042553191,0.771,0.0177234042553191,555.493,110.41289361702128,1063
P46098,43,0.92,0.0482790697674418,0.92,0.0482790697674418,212.804,95.67316279069767,3354
P57059,45,0.563,0.0330666666666666,0.563,0.0330666666666666,850.516,155.7419111111111,1025
Q9Y3E1,13,0.649,0.051076923076923,0.649,0.051076923076923,176.139,98.93684615384616,1
P48357,81,0.641,0.034432098765432,0.641,0.034432098765432,435.29,116.70487654320986,3
P06709,19,0.913,0.0676315789473684,0.913,0.0676315789473684,325.399,137.34236842105267,
Q9H1C0,26,0.963,0.043076923076923,0.963,0.043076923076923,246.572,100.59811538461538,223
Q9HC38,26,0.32,0.0139615384615384,0.32,0.0139615384615384,429.465,101.15184615384614,1
O00148,35,0.128,0.0070571428571428,0.128,0.0070571428571428,250.194,103.97134285714286,3
Q9NYW5,33,0.895,0.0589999999999999,0.895,0.0589999999999999,191.273,94.55824242424238,11
Q9UIK4,30,0.808,0.0315666666666666,0.808,0.0315666666666666,262.209,106.8709,550
Q9UN86,29,0.309,0.0132413793103448,0.309,0.0132413793103448,386.33,126.42351724137932,1
P35232,16,0.449,0.053875,0.449,0.053875,99.656,73.54931250000001,6
Q15003,55,0.712,0.0503454545454544,0.712,0.0503454545454544,300.266,116.99294545454543,1
P22004,33,0.707,0.0483939393939393,0.707,0.0483939393939393,393.389,128.84948484848482,3
P15328,16,0.81,0.0511875,0.81,0.0511875,238.531,97.82525,105
P54762,70,0.601,0.0189714285714285,0.601,0.0189714285714285,726.551,106.2457285714286,650
O15431,11,0.229,0.0296363636363636,0.229,0.0296363636363636,236.91,118.31727272727277,1
Q6ZPD8,25,0.567,0.0705999999999999,0.567,0.0705999999999999,320.5,109.39088,1
P02763,9,0.546,0.0634444444444444,0.546,0.0634444444444444,142.94,110.34944444444444,19
P47755,19,0.644,0.054,0.644,0.054,173.201,103.12736842105264,2
Q8N143,40,0.403,0.0144,0.403,0.0144,186.215,99.23047499999998,3
O43293,44,0.489,0.0158636363636363,0.489,0.0158636363636363,333.624,117.51909090909088,1662
P12429,23,0.525,0.0433478260869565,0.525,0.0433478260869565,163.482,90.62286956521736,51
P82930,20,0.436,0.02445,0.436,0.02445,424.367,120.30715,1
Q14676,98,0.312,0.0098877551020408,0.312,0.0098877551020408,327.521,106.2085306122449,1
Q9NTZ6,53,0.217,0.0192075471698113,0.217,0.0192075471698113,329.825,112.60409433962263,1
Q9H0D6,84,0.738,0.0122261904761904,0.738,0.0122261904761904,800.071,136.7242738095238,2
P63241,8,0.213,0.0275,0.213,0.0275,154.267,90.64199999999998,1
P51398,38,0.68,0.0286052631578947,0.68,0.0286052631578947,444.14,108.57102631578948,2
P06753,23,0.741,0.0689999999999999,0.741,0.0689999999999999,202.224,99.7428695652174,5
Q9UHI5,33,0.86,0.0597575757575757,0.86,0.0597575757575757,414.577,106.95503030303033,1
Q15750,26,0.385,0.0205,0.385,0.0205,258.215,107.29188461538462,47
O60568,49,0.905,0.0300408163265306,0.905,0.0300408163265306,315.378,98.84234693877552,6
Q08378,111,0.979,0.0147567567567567,0.979,0.0147567567567567,315.345,95.28610810810812,1
P46063,55,0.404,0.0243090909090908,0.404,0.0243090909090908,287.415,100.9232909090909,4598
P56159,44,0.982,0.0384545454545454,0.982,0.0384545454545454,668.159,120.0133409090909,16
Q9BQI3,60,0.185,0.00525,0.185,0.00525,728.737,148.33323333333337,558
P13861,33,0.512,0.0231818181818181,0.512,0.0231818181818181,245.699,109.82436363636364,248
Q9P2R7,25,0.119,0.01736,0.119,0.01736,485.027,127.64731999999998,206
Q9UJ70,22,0.305,0.0211363636363636,0.305,0.0211363636363636,623.422,114.00195454545457,1
P09238,33,0.479,0.0217272727272727,0.479,0.0217272727272727,267.714,98.67509090909093,316
Q5TZA2,136,0.693,0.0265073529411764,0.693,0.0265073529411764,249.293,84.05266911764704,1
P43489,13,0.622,0.0758461538461538,0.622,0.0758461538461538,147.46,88.16692307692308,
Q13492,39,0.268,0.0255128205128205,0.268,0.0255128205128205,165.996,91.97410256410257,1
P35575,29,0.656,0.0648620689655172,0.656,0.0648620689655172,404.171,109.4826551724138,115
Q8N138,10,0.666,0.1708,0.666,0.1708,183.397,108.0623,2
P05997,62,0.312,0.0136774193548387,0.312,0.0136774193548387,162.879,93.1414193548387,
Q9H903,18,0.721,0.0754444444444444,0.721,0.0754444444444444,257.819,119.07433333333334,1
P0DPA2,25,0.191,0.02552,0.191,0.02552,457.954,118.6232,1
Q9Y4E8,78,0.058,0.0026282051282051,0.058,0.0026282051282051,675.555,132.2075769230769,9
Q9NPH3,44,0.609,0.0247045454545454,0.609,0.0247045454545454,199.579,91.97513636363638,
Q13702,32,0.109,0.018,0.109,0.018,340.619,113.49118749999998,1
P46937,37,0.815,0.0628378378378378,0.815,0.0628378378378378,283.929,110.37643243243244,59
P05162,6,0.337,0.062,0.337,0.062,141.628,83.53433333333334,48
Q9H2X6,60,0.291,0.00595,0.291,0.00595,243.946,107.99623333333334,1409
O43156,74,0.127,0.011054054054054,0.127,0.011054054054054,860.773,119.9422162162162,2
O14894,12,0.808,0.1649166666666666,0.808,0.1649166666666666,183.036,95.33475,44
P05386,11,0.634,0.1146363636363636,0.634,0.1146363636363636,161.343,114.18818181818185,2
Q08431,21,0.623,0.0833809523809523,0.623,0.0833809523809523,347.166,103.79185714285715,
Q9NQB0,35,0.154,0.0110285714285714,0.154,0.0110285714285714,294.398,122.80322857142858,
Q9H0F6,24,0.19,0.0146666666666666,0.19,0.0146666666666666,563.833,142.87083333333334,
O95931,12,0.384,0.0336666666666666,0.384,0.0336666666666666,404.297,112.67958333333333,300
P10586,134,0.814,0.0088358208955223,0.814,0.0088358208955223,520.823,110.24111194029857,641
P54727,21,0.463,0.037047619047619,0.463,0.037047619047619,212.673,91.00671428571428,2
O15371,57,0.15,0.0059649122807017,0.15,0.0059649122807017,386.838,119.01221052631578,3
Q9NP80,63,0.43,0.0306349206349206,0.43,0.0306349206349206,811.095,153.41195238095236,1
P28331,59,0.498,0.0324237288135593,0.498,0.0324237288135593,210.29,84.8090338983051,2
Q9H6I2,21,0.362,0.0237142857142857,0.362,0.0237142857142857,295.214,128.10938095238097,1
Q9BVG8,71,0.457,0.0147887323943661,0.457,0.0147887323943661,281.387,95.16176056338028,19
Q6P0Q8,118,0.937,0.0271271186440677,0.937,0.0271271186440677,718.469,126.15660169491524,10
P54707,71,0.925,0.0308169014084506,0.925,0.0308169014084506,410.696,119.67329577464788,82
Q2TAY7,41,0.388,0.0249756097560975,0.388,0.0249756097560975,250.705,87.83312195121952,1
P09917,54,0.382,0.0138518518518518,0.382,0.0138518518518518,346.207,94.47514814814814,3571
P56199,100,0.869,0.0139199999999999,0.869,0.0139199999999999,491.03,105.77141999999998,20
Q9ULK4,103,0.755,0.0227087378640776,0.755,0.0227087378640776,682.227,111.72156310679614,4
Q99729,21,0.606,0.0517142857142857,0.606,0.0517142857142857,282.368,107.16128571428573,2
Q13427,76,0.582,0.0259868421052631,0.582,0.0259868421052631,359.823,100.84167105263155,11
P33908,40,0.75,0.0352249999999999,0.75,0.0352249999999999,269.201,103.81070000000004,2
P13569,119,0.898,0.0155042016806722,0.898,0.0155042016806722,3974.821,139.0105882352941,1422
P78334,45,0.91,0.0345333333333333,0.91,0.0345333333333333,484.957,123.47708888888891,
P45985,24,0.149,0.010125,0.149,0.010125,570.274,145.48662500000003,710
P49916,70,0.782,0.0156285714285714,0.782,0.0156285714285714,438.271,115.52297142857144,5
Q9UKS7,39,0.73,0.0268974358974358,0.73,0.0268974358974358,394.429,135.62184615384615,55
O15440,93,0.918,0.0362903225806451,0.918,0.0362903225806451,2741.221,174.84711827956988,34
Q13733,76,0.798,0.0323815789473684,0.798,0.0323815789473684,343.927,113.89090789473688,
P08047,44,0.859,0.021090909090909,0.859,0.021090909090909,420.173,127.23147727272728,39
Q9ULH1,80,0.692,0.0250749999999999,0.692,0.0250749999999999,323.156,98.10699999999996,89
Q9UI32,41,0.747,0.0235365853658536,0.747,0.0235365853658536,348.026,104.3111463414634,49
P05388,15,0.362,0.0334666666666666,0.362,0.0334666666666666,129.695,86.32493333333333,
Q5MIZ7,74,0.661,0.0114324324324324,0.661,0.0114324324324324,331.327,114.1350945945946,1
Q9BSW2,61,0.668,0.0255737704918032,0.668,0.0255737704918032,356.614,95.79585245901636,56
P09496,18,0.191,0.0177222222222222,0.191,0.0177222222222222,266.506,109.72161111111112,3
Q05707,92,0.068,0.0022173913043478,0.068,0.0022173913043478,882.724,123.45010869565216,1
Q16602,39,0.337,0.0173076923076923,0.337,0.0173076923076923,551.27,124.108358974359,975
P11474,29,0.758,0.0356896551724137,0.758,0.0356896551724137,687.086,136.32831034482757,418
Q7Z2K8,19,0.303,0.0192631578947368,0.303,0.0192631578947368,158.09,101.61905263157894,1
O95563,8,0.358,0.085625,0.358,0.085625,122.19,91.64525,2
Q12824,37,0.504,0.021,0.504,0.021,246.5,105.37237837837836,2
Q8NI60,49,0.983,0.0414897959183673,0.983,0.0414897959183673,1068.782,133.7559795918367,477
Q9BPW0,26,0.269,0.0188076923076923,0.269,0.0188076923076923,541.317,123.56326923076924,126
O15294,63,0.89,0.0289841269841269,0.89,0.0289841269841269,371.069,105.34044444444444,124
Q14397,44,0.825,0.021590909090909,0.825,0.021590909090909,355.627,106.39290909090911,156
Q96FE5,39,0.121,0.0072564102564102,0.121,0.0072564102564102,241.584,97.3195641025641,
Q8WWI5,64,0.953,0.0344843749999999,0.953,0.0344843749999999,432.603,106.42825000000002,1
Q13564,37,0.382,0.0339729729729729,0.382,0.0339729729729729,194.789,96.934,59
O15354,52,0.967,0.0555,0.967,0.0555,939.657,138.5686923076923,4
Q15067,42,0.05,0.0041190476190476,0.05,0.0041190476190476,1410.394,136.62633333333335,197
Q02878,15,0.968,0.0713333333333333,0.968,0.0713333333333333,498.468,132.7872,1
Q6PL18,132,0.821,0.025621212121212,0.821,0.025621212121212,368.848,120.75319696969696,422
Q13242,20,0.029,0.00375,0.029,0.00375,304.977,120.0637,2
P10275,51,0.829,0.0435686274509803,0.829,0.0435686274509803,456.151,139.27360784313723,6579
P56817,37,0.557,0.0306486486486486,0.557,0.0306486486486486,346.737,108.55451351351353,12299
Q9Y5S1,68,0.571,0.0306470588235293,0.571,0.0306470588235293,576.773,126.94876470588235,13
Q12809,74,0.896,0.0313648648648648,0.896,0.0313648648648648,818.598,129.0184864864865,26310
Q14141,42,0.124,0.0081190476190476,0.124,0.0081190476190476,374.018,112.09778571428572,1
Q12789,195,0.726,0.016276923076923,0.726,0.016276923076923,777.505,132.57251282051283,1
Q00839,65,0.239,0.0081692307692307,0.239,0.0081692307692307,311.288,111.15395384615384,4
Q9BXJ9,89,0.622,0.0162247191011235,0.622,0.0162247191011235,373.152,106.6473146067416,2
P46020,100,0.381,0.00625,0.381,0.00625,1073.781,140.92540999999994,
Q9UKZ1,38,0.859,0.0511052631578947,0.859,0.0511052631578947,351.014,116.13676315789472,2
Q15019,38,0.54,0.0186052631578947,0.54,0.0186052631578947,202.708,96.42347368421052,1
P53365,27,0.58,0.0664814814814814,0.58,0.0664814814814814,176.04,97.31103703703704,1
Q92794,145,0.844,0.0122275862068965,0.844,0.0122275862068965,478.303,118.82566896551728,969
P55201,101,0.446,0.0082475247524752,0.446,0.0082475247524752,724.846,128.0418712871287,1561
Q8NCG5,33,0.638,0.0563333333333333,0.638,0.0563333333333333,372.174,107.27524242424242,2
Q9BTU6,33,0.394,0.0147272727272727,0.394,0.0147272727272727,396.477,119.9518787878788,65
Q9NR80,50,0.51,0.0227,0.51,0.0227,726.802,143.56400000000002,
Q9UKG9,47,0.854,0.0365744680851063,0.854,0.0365744680851063,592.109,97.4930425531915,5
O14638,58,0.779,0.0237068965517241,0.779,0.0237068965517241,437.447,106.7678275862069,249
P56385,4,0.552,0.30475,0.552,0.30475,100.511,83.71549999999999,2
Q16363,160,0.95,0.0311187499999999,0.95,0.0311187499999999,586.41,110.7854375,
P35637,18,0.598,0.0343888888888888,0.598,0.0343888888888888,159.432,83.96622222222223,3
O95838,48,0.94,0.0318541666666666,0.94,0.0318541666666666,318.881,101.390375,205
Q30154,18,0.401,0.0453888888888888,0.401,0.0453888888888888,157.271,88.92905555555555,
P07910,21,0.278,0.0185238095238095,0.278,0.0185238095238095,199.028,98.72714285714284,5
O75530,26,0.205,0.0107692307692307,0.205,0.0107692307692307,300.632,110.58019230769231,618
O95180,201,0.988,0.0252089552238805,0.988,0.0252089552238805,777.325,122.85157213930354,2216
Q9Y450,49,0.239,0.0140204081632653,0.239,0.0140204081632653,646.717,124.24689795918368,1
Q99986,27,0.334,0.0211111111111111,0.334,0.0211111111111111,180.602,98.20403703703708,276
P10916,12,0.552,0.0464166666666666,0.552,0.0464166666666666,138.935,78.74516666666666,
P20711,29,0.998,0.0751724137931034,0.998,0.0751724137931034,308.049,109.81058620689656,24
Q07817,26,0.891,0.0365384615384615,0.891,0.0365384615384615,210.08,114.46073076923076,2432
P46108,27,0.229,0.0131851851851851,0.229,0.0131851851851851,527.637,137.69499999999996,10
P16234,87,0.56,0.0283218390804597,0.56,0.0283218390804597,420.525,113.03065517241374,2739
O95070,23,0.848,0.1121304347826086,0.848,0.1121304347826086,411.294,100.12669565217392,2
Q9H444,14,0.171,0.0448571428571428,0.171,0.0448571428571428,141.426,84.54350000000001,1
Q9UNL2,17,0.65,0.0977647058823529,0.65,0.0977647058823529,248.145,110.20388235294118,2
Q9NR97,79,0.909,0.0330632911392404,0.909,0.0330632911392404,505.181,112.61149367088608,4874
P14317,32,0.31,0.0353125,0.31,0.0353125,195.89,92.0046875,2
P22674,24,0.937,0.0808333333333333,0.937,0.0808333333333333,562.529,127.31658333333333,1
Q86Z14,77,0.719,0.020103896103896,0.719,0.020103896103896,218.461,96.44448051948052,
O60658,64,0.941,0.0270156249999999,0.941,0.0270156249999999,446.491,120.021078125,258
Q8TDH9,15,0.547,0.1135999999999999,0.547,0.1135999999999999,134.323,88.55793333333334,1
Q9NQ90,91,0.88,0.0536593406593406,0.88,0.0536593406593406,561.499,133.1623846153846,44
P03891,22,0.564,0.058090909090909,0.564,0.058090909090909,187.802,94.55063636363636,
O95267,66,0.551,0.0259848484848484,0.551,0.0259848484848484,502.801,126.9327878787879,17
Q9BXY4,23,0.352,0.0300434782608695,0.352,0.0300434782608695,311.268,107.18860869565218,
P43320,13,0.575,0.0583846153846153,0.575,0.0583846153846153,147.077,93.55876923076924,8
Q6UWV6,25,0.433,0.0473599999999999,0.433,0.0473599999999999,230.575,83.79147999999999,69
O00203,75,0.824,0.0146666666666666,0.824,0.0146666666666666,304.803,101.26152000000002,3
Q16099,84,0.503,0.0256071428571428,0.503,0.0256071428571428,773.511,119.59739285714282,
Q13867,27,0.736,0.0563703703703703,0.736,0.0563703703703703,280.098,110.76496296296294,7
O43677,3,0.446,0.3083333333333333,0.446,0.3083333333333333,98.552,81.58333333333333,
P17658,38,0.23,0.0354736842105263,0.23,0.0354736842105263,593.188,127.87018421052632,21
Q9UHA2,5,0.198,0.0422,0.198,0.0422,373.999,142.399,1
P30536,16,0.734,0.1611874999999999,0.734,0.1611874999999999,190.865,104.776875,486
P31947,17,0.506,0.049235294117647,0.506,0.049235294117647,156.946,87.51888235294119,17
P21266,13,0.401,0.0507692307692307,0.401,0.0507692307692307,139.293,88.73392307692309,2
P61201,35,0.648,0.0446571428571428,0.648,0.0446571428571428,308.363,115.82074285714285,2
Q9NNX6,32,0.964,0.0448124999999999,0.964,0.0448124999999999,501.072,122.53065625,61
P37088,57,0.764,0.0251929824561403,0.764,0.0251929824561403,354.458,107.10454385964914,47
Q9Y266,32,0.954,0.0326874999999999,0.954,0.0326874999999999,270.468,102.29524999999998,2
P32298,40,0.295,0.01015,0.295,0.01015,398.041,120.08815,332
P25103,35,0.209,0.0165714285714285,0.209,0.0165714285714285,1017.26,115.19202857142858,4197
Q9Y530,9,0.884,0.1004444444444444,0.884,0.1004444444444444,189.929,110.04166666666669,1
P14209,10,0.756,0.0911,0.756,0.0911,158.753,95.7553,2
Q15006,23,0.656,0.0483478260869565,0.656,0.0483478260869565,159.779,96.87104347826087,1
P49736,77,0.375,0.0237922077922077,0.375,0.0237922077922077,512.856,114.76001298701296,5
P10321,20,0.38,0.02925,0.38,0.02925,387.358,121.57779999999998,2
P07686,39,0.63,0.0189743589743589,0.63,0.0189743589743589,458.653,111.41125641025644,76
P02647,35,0.462,0.0280857142857142,0.462,0.0280857142857142,237.999,99.74874285714286,2
Q15382,14,0.638,0.0470714285714285,0.638,0.0470714285714285,261.219,100.37028571428571,469
P20138,19,0.588,0.0377368421052631,0.588,0.0377368421052631,206.806,88.96078947368422,
P02489,15,0.586,0.0622,0.586,0.0622,276.298,102.9944,11
Q12778,29,0.429,0.035103448275862,0.429,0.035103448275862,219.817,90.656,96
P34949,35,0.182,0.016,0.182,0.016,245.05,89.72554285714288,733
P01583,19,0.806,0.0627894736842105,0.806,0.0627894736842105,250.044,109.51494736842106,7
Q9Y315,23,0.622,0.044391304347826,0.622,0.044391304347826,267.746,100.84404347826089,4
Q02543,15,0.623,0.0771999999999999,0.623,0.0771999999999999,188.77,116.15633333333336,2
Q01959,41,0.936,0.0306097560975609,0.936,0.0306097560975609,303.036,114.58278048780488,7766
O00482,38,0.914,0.0400263157894736,0.914,0.0400263157894736,465.198,123.32868421052632,380
Q8TCG1,80,0.663,0.0138249999999999,0.663,0.0138249999999999,253.586,94.9067375,8
